10,0.0,0.0,10,0.0,10,10,10,10
10,0.0,0.0,10,0.0,10,10,10,10
10,124,0.0,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-395,10,0.0,10,10,10,10
10,124,-395,10,0.0,10,10,10,10
10,124,-395,10,0.0,10,10,10,10
10,124,-395,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-395,10,0.0,10,10,10,10
10,124,-395,10,0.0,10,10,10,10
10,124,-395,10,0.0,10,10,10,10
10,124,-395,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,123,-396,10,0.0,10,10,10,10
10,123,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,123,-396,10,0.0,10,10,10,10
10,123,-396,10,0.0,10,10,10,10
10,123,-396,10,0.0,10,10,10,10
10,123,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,123,-396,10,0.0,10,10,10,10
10,123,-396,10,0.0,10,10,10,10
10,123,-396,10,0.0,10,10,10,10
10,123,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
10,124,-396,10,0.0,10,10,10,10
